d_over_lambda,d_um,Zin_real_MRayl,Zin_imag_MRayl,Zin_mag_MRayl,T_power,T_dB
0.001000,0.0750,12.544231,-0.638308,12.560460,0.82545941,-0.8330
0.003001,0.2251,12.286412,-1.875797,12.428779,0.81687164,-0.8785
0.005002,0.3752,11.801403,-3.001850,12.177200,0.80022436,-0.9679
0.007003,0.5252,11.141974,-3.965366,11.826568,0.77649910,-1.0986
0.009004,0.6753,10.369937,-4.741134,11.402366,0.74699096,-1.2668
0.011005,0.8254,9.544066,-5.327654,10.930375,0.71314685,-1.4682
0.013006,0.9755,8.712390,-5.740418,10.433511,0.67641348,-1.6979
0.015007,1.1255,7.909387,-6.004228,9.930214,0.63811894,-1.9510
0.017008,1.2756,7.156725,-6.146867,9.434124,0.59939802,-2.2228
0.019009,1.4257,6.465769,-6.194968,8.954540,0.56115926,-2.5091
0.021010,1.5758,5.840493,-6.171858,8.497246,0.52408472,-2.8060
0.023011,1.7258,5.280066,-6.096818,8.065375,0.48865102,-3.1100
0.025012,1.8759,4.780832,-5.985152,7.660183,0.45516132,-3.4183
0.027013,2.0260,4.337698,-5.848668,7.281658,0.42378049,-3.7286
0.029014,2.1761,3.945033,-5.696275,6.928985,0.39456847,-4.0388
0.031015,2.3261,3.597214,-5.534578,6.600871,0.36750936,-4.3473
0.033016,2.4762,3.288928,-5.368399,6.295773,0.34253513,-4.6529
0.035017,2.6263,3.015324,-5.201199,6.012043,0.31954422,-4.9547
0.037018,2.7764,2.772063,-5.035425,5.748029,0.29841549,-5.2518
0.039019,2.9264,2.555320,-4.872762,5.502133,0.27901832,-5.5437
0.041020,3.0765,2.361749,-4.714340,5.272842,0.26121974,-5.8299
0.043021,3.2266,2.188445,-4.560881,5.058747,0.24488917,-6.1103
0.045022,3.3767,2.032889,-4.412809,4.858551,0.22990153,-6.3846
0.047023,3.5267,1.892905,-4.270336,4.671066,0.21613902,-6.6527
0.049024,3.6768,1.766610,-4.133522,4.495210,0.20349212,-6.9145
0.051025,3.8269,1.652376,-4.002320,4.330001,0.19185990,-7.1702
0.053026,3.9770,1.548795,-3.876610,4.174550,0.18114998,-7.4196
0.055027,4.1270,1.454645,-3.756224,4.028053,0.17127823,-7.6630
0.057028,4.2771,1.368867,-3.640960,3.889780,0.16216831,-7.9003
0.059029,4.4272,1.290537,-3.530602,3.759074,0.15375109,-8.1318
0.061030,4.5773,1.218850,-3.424920,3.635337,0.14596414,-8.3575
0.063031,4.7273,1.153104,-3.323686,3.518031,0.13875111,-8.5776
0.065032,4.8774,1.092683,-3.226672,3.406665,0.13206114,-8.7922
0.067033,5.0275,1.037046,-3.133654,3.300795,0.12584840,-9.0015
0.069034,5.1776,0.985716,-3.044417,3.200018,0.12007155,-9.2056
0.071035,5.3276,0.938275,-2.958757,3.103965,0.11469329,-9.4046
0.073036,5.4777,0.894349,-2.876475,3.012303,0.10967995,-9.5987
0.075037,5.6278,0.853612,-2.797386,2.924725,0.10500111,-9.7881
0.077038,5.7779,0.815769,-2.721312,2.840954,0.10062930,-9.9728
0.079039,5.9279,0.780560,-2.648088,2.760732,0.09653962,-10.1529
0.081040,6.0780,0.747754,-2.577555,2.683827,0.09270956,-10.3288
0.083041,6.2281,0.717142,-2.509567,2.610023,0.08911867,-10.5003
0.085042,6.3782,0.688539,-2.443985,2.539123,0.08574842,-10.6677
0.087043,6.5282,0.661777,-2.380678,2.470946,0.08258196,-10.8311
0.089044,6.6783,0.636706,-2.319524,2.405325,0.07960394,-10.9907
0.091045,6.8284,0.613191,-2.260408,2.342104,0.07680040,-11.1464
0.093046,6.9785,0.591108,-2.203223,2.281141,0.07415862,-11.2984
0.095047,7.1285,0.570348,-2.147868,2.222304,0.07166694,-11.4468
0.097048,7.2786,0.550810,-2.094247,2.165471,0.06931476,-11.5917
0.099049,7.4287,0.532403,-2.042272,2.110528,0.06709233,-11.7333
0.101050,7.5788,0.515044,-1.991859,2.057370,0.06499075,-11.8715
0.103051,7.7288,0.498658,-1.942929,2.005899,0.06300183,-12.0065
0.105052,7.8789,0.483176,-1.895408,1.956024,0.06111807,-12.1383
0.107053,8.0290,0.468535,-1.849227,1.907660,0.05933256,-12.2671
0.109054,8.1791,0.454678,-1.804321,1.860728,0.05763895,-12.3928
0.111055,8.3291,0.441553,-1.760628,1.815153,0.05603138,-12.5157
0.113056,8.4792,0.429110,-1.718089,1.770866,0.05450445,-12.6357
0.115057,8.6293,0.417305,-1.676651,1.727803,0.05305316,-12.7529
0.117058,8.7794,0.406099,-1.636261,1.685902,0.05167293,-12.8674
0.119059,8.9294,0.395452,-1.596871,1.645108,0.05035946,-12.9792
0.121060,9.0795,0.385331,-1.558435,1.605366,0.04910883,-13.0884
0.123061,9.2296,0.375703,-1.520910,1.566627,0.04791735,-13.1951
0.125062,9.3797,0.366539,-1.484253,1.528842,0.04678165,-13.2992
0.127063,9.5297,0.357812,-1.448427,1.491968,0.04569855,-13.4010
0.129064,9.6798,0.349496,-1.413393,1.455963,0.04466513,-13.5003
0.131065,9.8299,0.341568,-1.379119,1.420787,0.04367866,-13.5973
0.133066,9.9800,0.334005,-1.345569,1.386404,0.04273659,-13.6920
0.135067,10.1300,0.326789,-1.312713,1.352778,0.04183655,-13.7844
0.137068,10.2801,0.319899,-1.280521,1.319875,0.04097635,-13.8747
0.139069,10.4302,0.313318,-1.248965,1.287665,0.04015390,-13.9627
0.141070,10.5803,0.307031,-1.218017,1.256118,0.03936730,-14.0486
0.143071,10.7303,0.301021,-1.187651,1.225206,0.03861473,-14.1325
0.145072,10.8804,0.295275,-1.157844,1.194902,0.03789451,-14.2142
0.147073,11.0305,0.289779,-1.128572,1.165181,0.03720507,-14.2940
0.149074,11.1806,0.284521,-1.099812,1.136019,0.03654492,-14.3717
0.151075,11.3306,0.279490,-1.071544,1.107393,0.03591269,-14.4475
0.153076,11.4807,0.274674,-1.043746,1.079283,0.03530707,-14.5214
0.155077,11.6308,0.270063,-1.016401,1.051667,0.03472685,-14.5933
0.157078,11.7809,0.265648,-0.989488,1.024527,0.03417087,-14.6634
0.159079,11.9309,0.261420,-0.962991,0.997844,0.03363808,-14.7317
0.161080,12.0810,0.257371,-0.936893,0.971600,0.03312745,-14.7981
0.163081,12.2311,0.253492,-0.911176,0.945780,0.03263803,-14.8628
0.165082,12.3812,0.249776,-0.885826,0.920368,0.03216893,-14.9256
0.167083,12.5312,0.246217,-0.860828,0.895348,0.03171931,-14.9868
0.169084,12.6813,0.242808,-0.836167,0.870707,0.03128838,-15.0462
0.171085,12.8314,0.239542,-0.811829,0.846432,0.03087539,-15.1039
0.173086,12.9815,0.236414,-0.787802,0.822510,0.03047963,-15.1599
0.175087,13.1315,0.233418,-0.764071,0.798930,0.03010045,-15.2143
0.177088,13.2816,0.230550,-0.740626,0.775680,0.02973722,-15.2670
0.179089,13.4317,0.227804,-0.717454,0.752751,0.02938935,-15.3181
0.181090,13.5818,0.225176,-0.694543,0.730133,0.02905628,-15.3676
0.183091,13.7318,0.222662,-0.671883,0.707817,0.02873749,-15.4155
0.185092,13.8819,0.220257,-0.649463,0.685795,0.02843249,-15.4619
0.187093,14.0320,0.217959,-0.627272,0.664061,0.02814081,-15.5066
0.189094,14.1821,0.215762,-0.605301,0.642607,0.02786200,-15.5499
0.191095,14.3321,0.213665,-0.583540,0.621427,0.02759567,-15.5916
0.193096,14.4822,0.211663,-0.561980,0.600519,0.02734140,-15.6318
0.195097,14.6323,0.209754,-0.540611,0.579877,0.02709884,-15.6705
0.197098,14.7824,0.207935,-0.519424,0.559499,0.02686764,-15.7077
0.199099,14.9324,0.206203,-0.498412,0.539383,0.02664747,-15.7434
0.201100,15.0825,0.204556,-0.477566,0.519530,0.02643801,-15.7777
0.203101,15.2326,0.202991,-0.456877,0.499942,0.02623900,-15.8105
0.205102,15.3827,0.201507,-0.436337,0.480620,0.02605014,-15.8419
0.207103,15.5327,0.200100,-0.415940,0.461569,0.02587118,-15.8718
0.209104,15.6828,0.198770,-0.395677,0.442798,0.02570188,-15.9004
0.211105,15.8329,0.197515,-0.375542,0.424315,0.02554203,-15.9274
0.213106,15.9830,0.196332,-0.355526,0.406134,0.02539139,-15.9531
0.215107,16.1330,0.195220,-0.335623,0.388270,0.02524979,-15.9774
0.217108,16.2831,0.194178,-0.315826,0.370744,0.02511704,-16.0003
0.219109,16.4332,0.193204,-0.296129,0.353582,0.02499295,-16.0218
0.221110,16.5833,0.192297,-0.276524,0.336814,0.02487739,-16.0420
0.223111,16.7333,0.191455,-0.257005,0.320479,0.02477019,-16.0607
0.225112,16.8834,0.190679,-0.237566,0.304625,0.02467123,-16.0781
0.227113,17.0335,0.189966,-0.218201,0.289307,0.02458037,-16.0941
0.229114,17.1836,0.189316,-0.198903,0.274596,0.02449751,-16.1088
0.231115,17.3336,0.188728,-0.179665,0.260572,0.02442255,-16.1221
0.233116,17.4837,0.188201,-0.160483,0.247335,0.02435539,-16.1340
0.235117,17.6338,0.187735,-0.141350,0.234998,0.02429594,-16.1447
0.237118,17.7839,0.187329,-0.122260,0.223695,0.02424414,-16.1539
0.239119,17.9339,0.186982,-0.103207,0.213574,0.02419992,-16.1619
0.241120,18.0840,0.186694,-0.084185,0.204797,0.02416323,-16.1685
0.243121,18.2341,0.186465,-0.065189,0.197532,0.02413402,-16.1737
0.245122,18.3842,0.186295,-0.046212,0.191941,0.02411226,-16.1776
0.247123,18.5342,0.186182,-0.027250,0.188166,0.02409792,-16.1802
0.249124,18.6843,0.186128,-0.008296,0.186313,0.02409099,-16.1815
0.251125,18.8344,0.186132,0.010656,0.186436,0.02409145,-16.1814
0.253126,18.9845,0.186193,0.029611,0.188533,0.02409930,-16.1800
0.255127,19.1345,0.186313,0.048575,0.192541,0.02411457,-16.1772
0.257128,19.2846,0.186491,0.067554,0.198349,0.02413725,-16.1731
0.259129,19.4347,0.186727,0.086553,0.205812,0.02416739,-16.1677
0.261130,19.5848,0.187022,0.105578,0.214765,0.02420502,-16.1609
0.263131,19.7348,0.187376,0.124635,0.225042,0.02425018,-16.1529
0.265132,19.8849,0.187790,0.143731,0.236482,0.02430293,-16.1434
0.267133,20.0350,0.188264,0.162870,0.248937,0.02436333,-16.1326
0.269134,20.1851,0.188798,0.182058,0.262278,0.02443146,-16.1205
0.271135,20.3351,0.189394,0.201303,0.276393,0.02450740,-16.1070
0.273136,20.4852,0.190051,0.220609,0.291184,0.02459125,-16.0922
0.275137,20.6353,0.190772,0.239984,0.306572,0.02468311,-16.0760
0.277138,20.7854,0.191557,0.259432,0.322489,0.02478309,-16.0584
0.279139,20.9354,0.192406,0.278961,0.338880,0.02489132,-16.0395
0.281140,21.0855,0.193321,0.298577,0.355699,0.02500794,-16.0192
0.283141,21.2356,0.194304,0.318287,0.372908,0.02513310,-15.9975
0.285142,21.3857,0.195354,0.338096,0.390477,0.02526694,-15.9745
0.287143,21.5357,0.196475,0.358013,0.408382,0.02540966,-15.9500
0.289144,21.6858,0.197667,0.378043,0.426601,0.02556143,-15.9241
0.291145,21.8359,0.198932,0.398194,0.445121,0.02572245,-15.8969
0.293146,21.9860,0.200271,0.418473,0.463927,0.02589294,-15.8682
0.295147,22.1360,0.201687,0.438888,0.483012,0.02607311,-15.8381
0.297148,22.2861,0.203182,0.459445,0.502367,0.02626323,-15.8065
0.299149,22.4362,0.204756,0.480153,0.521989,0.02646353,-15.7735
0.301150,22.5863,0.206414,0.501020,0.541875,0.02667430,-15.7391
0.303151,22.7363,0.208157,0.522054,0.562023,0.02689583,-15.7032
0.305152,22.8864,0.209987,0.543263,0.582433,0.02712843,-15.6658
0.307153,23.0365,0.211907,0.564655,0.603108,0.02737243,-15.6269
0.309154,23.1866,0.213921,0.586240,0.624051,0.02762818,-15.5865
0.311155,23.3366,0.216030,0.608027,0.645264,0.02789604,-15.5446
0.313156,23.4867,0.218239,0.630024,0.666753,0.02817643,-15.5011
0.315157,23.6368,0.220551,0.652243,0.688523,0.02846975,-15.4562
0.317158,23.7869,0.222969,0.674692,0.710581,0.02877644,-15.4096
0.319159,23.9369,0.225497,0.697383,0.732934,0.02909698,-15.3615
0.321160,24.0870,0.228139,0.720326,0.755590,0.02943186,-15.3118
0.323161,24.2371,0.230900,0.743531,0.778559,0.02978162,-15.2605
0.325162,24.3872,0.233784,0.767011,0.801849,0.03014680,-15.2076
0.327163,24.5372,0.236796,0.790778,0.825471,0.03052801,-15.1530
0.329164,24.6873,0.239941,0.814844,0.849436,0.03092588,-15.0968
0.331165,24.8374,0.243224,0.839221,0.873756,0.03134107,-15.0389
0.333166,24.9875,0.246652,0.863923,0.898443,0.03177428,-14.9792
0.335167,25.1375,0.250231,0.888964,0.923511,0.03222628,-14.9179
0.337168,25.2876,0.253966,0.914359,0.948974,0.03269787,-14.8548
0.339169,25.4377,0.257866,0.940122,0.974846,0.03318988,-14.7899
0.341170,25.5878,0.261937,0.966270,1.001143,0.03370322,-14.7233
0.343171,25.7378,0.266188,0.992817,1.027882,0.03423884,-14.6548
0.345172,25.8879,0.270627,1.019783,1.055081,0.03479778,-14.5845
0.347173,26.0380,0.275262,1.047184,1.082757,0.03538110,-14.5123
0.349174,26.1881,0.280105,1.075039,1.110931,0.03598996,-14.4382
0.351175,26.3381,0.285164,1.103367,1.139622,0.03662560,-14.3622
0.353176,26.4882,0.290451,1.132190,1.168852,0.03728932,-14.2842
0.355177,26.6383,0.295977,1.161527,1.198644,0.03798251,-14.2042
0.357178,26.7884,0.301755,1.191403,1.229023,0.03870667,-14.1221
0.359179,26.9384,0.307799,1.221839,1.260013,0.03946339,-14.0381
0.361180,27.0885,0.314122,1.252862,1.291641,0.04025436,-13.9519
0.363181,27.2386,0.320740,1.284496,1.323935,0.04108140,-13.8635
0.365182,27.3887,0.327669,1.316769,1.356926,0.04194645,-13.7730
0.367183,27.5387,0.334928,1.349710,1.390645,0.04285159,-13.6803
0.369184,27.6888,0.342535,1.383348,1.425125,0.04379906,-13.5854
0.371185,27.8389,0.350510,1.417715,1.460402,0.04479124,-13.4881
0.373186,27.9890,0.358876,1.452845,1.496513,0.04583070,-13.3884
0.375187,28.1390,0.367656,1.488773,1.533498,0.04692018,-13.2864
0.377188,28.2891,0.376876,1.525536,1.571399,0.04806266,-13.1819
0.379189,28.4392,0.386564,1.563173,1.610261,0.04926131,-13.0749
0.381190,28.5893,0.396749,1.601725,1.650131,0.05051957,-12.9654
0.383191,28.7393,0.407463,1.641237,1.691060,0.05184113,-12.8533
0.385192,28.8894,0.418742,1.681755,1.733102,0.05322998,-12.7384
0.387193,29.0395,0.430624,1.723327,1.776314,0.05469042,-12.6209
0.389194,29.1896,0.443149,1.766006,1.820758,0.05622712,-12.5005
0.391195,29.3396,0.456364,1.809847,1.866498,0.05784511,-12.3773
0.393196,29.4897,0.470315,1.854909,1.913605,0.05954984,-12.2512
0.395197,29.6398,0.485057,1.901253,1.962153,0.06134723,-12.1221
0.397198,29.7899,0.500648,1.948945,2.012222,0.06324370,-11.9898
0.399199,29.9399,0.517152,1.998056,2.063897,0.06524623,-11.8544
0.401200,30.0900,0.534637,2.048659,2.117272,0.06736240,-11.7158
0.403201,30.2401,0.553180,2.100835,2.172444,0.06960049,-11.5739
0.405202,30.3902,0.572865,2.154667,2.229521,0.07196950,-11.4285
0.407203,30.5402,0.593784,2.210245,2.288616,0.07447927,-11.2796
0.409204,30.6903,0.616039,2.267665,2.349853,0.07714055,-11.1272
0.411205,30.8404,0.639742,2.327028,2.413365,0.07996510,-10.9710
0.413206,30.9905,0.665016,2.388444,2.479296,0.08296580,-10.8110
0.415207,31.1405,0.691998,2.452027,2.547803,0.08615679,-10.6471
0.417208,31.2906,0.720842,2.517902,2.619054,0.08955357,-10.4792
0.419209,31.4407,0.751717,2.586199,2.693233,0.09317320,-10.3071
0.421210,31.5908,0.784810,2.657059,2.770539,0.09703445,-10.1307
0.423211,31.7408,0.820334,2.730629,2.851190,0.10115799,-9.9500
0.425212,31.8909,0.858522,2.807069,2.935421,0.10556664,-9.7647
0.427213,32.0410,0.899641,2.886546,3.023492,0.11028559,-9.5748
0.429214,32.1911,0.943985,2.969239,3.115684,0.11534266,-9.3801
0.431215,32.3411,0.991890,3.055334,3.212306,0.12076867,-9.1805
0.433216,32.4912,1.043732,3.145030,3.313697,0.12659770,-8.9757
0.435217,32.6413,1.099938,3.238534,3.420228,0.13286754,-8.7658
0.437218,32.7914,1.160991,3.336062,3.532309,0.13962007,-8.5505
0.439219,32.9414,1.227442,3.437837,3.650389,0.14690172,-8.3297
0.441220,33.0915,1.299916,3.544089,3.774963,0.15476398,-8.1033
0.443221,33.2416,1.379128,3.655046,3.906578,0.16326395,-7.8711
0.445222,33.3917,1.465896,3.770936,4.045838,0.17246486,-7.6330
0.447223,33.5417,1.561160,3.891975,4.193410,0.18243669,-7.3889
0.449224,33.6918,1.665998,4.018360,4.350031,0.19325674,-7.1387
0.451225,33.8419,1.781653,4.150256,4.516515,0.20501014,-6.8822
0.453226,33.9920,1.909560,4.287774,4.693764,0.21779033,-6.6196
0.455227,34.1420,2.051375,4.430951,4.882772,0.23169929,-6.3508
0.457228,34.2921,2.209016,4.579709,5.084632,0.24684763,-6.0757
0.459229,34.4422,2.384700,4.733815,5.300547,0.26335411,-5.7946
0.461230,34.5923,2.580990,4.892811,5.531827,0.28134461,-5.5076
0.463231,34.7423,2.800845,5.055933,5.779895,0.30095021,-5.2151
0.465232,34.8924,3.047667,5.221990,6.046276,0.32230389,-4.9173
0.467233,35.0425,3.325344,5.389214,6.332577,0.34553553,-4.6151
0.469234,35.1926,3.638279,5.555048,6.640454,0.37076445,-4.3090
0.471235,35.3426,3.991386,5.715880,6.971546,0.39808889,-4.0002
0.473236,35.4927,4.390027,5.866694,7.327376,0.42757149,-3.6899
0.475237,35.6428,4.839847,6.000626,7.709191,0.45922012,-3.3798
0.477238,35.7929,5.346444,6.108439,8.117727,0.49296346,-3.0719
0.479239,35.9429,5.914792,6.177923,8.552865,0.52862129,-2.7686
0.481240,36.0930,6.548280,6.193298,9.013152,0.56587075,-2.4728
0.483241,36.2431,7.247264,6.134772,9.495171,0.60421125,-2.1881
0.485242,36.3932,8.006998,5.978543,9.992748,0.64293333,-1.9183
0.487243,36.5432,8.814996,5.697682,10.496082,0.68109970,-1.6679
0.489244,36.6933,9.648110,5.264505,10.990952,0.71754891,-1.4415
0.491245,36.8434,10.470159,4.654985,11.458321,0.75093311,-1.2440
0.493246,36.9935,11.231530,3.855318,11.874794,0.77979826,-1.0802
0.495247,37.1435,11.872547,2.869647,12.214428,0.80270760,-0.9544
0.497248,37.2936,12.331802,1.726421,12.452063,0.81839641,-0.8704
0.499249,37.4437,12.558596,0.479764,12.567757,0.82593274,-0.8306
0.501250,37.5938,12.525741,-0.796856,12.551063,0.82484940,-0.8363
0.503251,37.7438,12.237266,-2.024005,12.403518,0.81521436,-0.8873
0.505252,37.8939,11.727239,-3.132013,12.138271,0.79762026,-0.9820
0.507253,38.0440,11.050305,-4.072894,11.776999,0.77309623,-1.1177
0.509254,38.1941,10.268488,-4.824653,11.345445,0.74296530,-1.2903
0.511255,38.3441,9.439532,-5.388332,10.869172,0.70868217,-1.4955
0.513256,38.4942,8.609836,-5.780998,10.370594,0.67168433,-1.7283
0.515257,38.6443,7.812183,-6.028126,9.867548,0.63327886,-1.9841
0.517258,38.7944,7.066796,-6.157539,9.373094,0.59457329,-2.2579
0.519259,38.9444,6.383957,-6.195538,8.896044,0.55644730,-2.5458
0.521260,39.0945,5.766911,-6.164964,8.441803,0.51955578,-2.8437
0.523261,39.2446,5.214377,-6.084583,8.013232,0.48435178,-3.1484
0.525262,39.3947,4.722456,-5.969233,7.611395,0.45111926,-3.4571
0.527263,39.5447,4.285946,-5.830324,7.236160,0.42000820,-3.7674
0.529264,39.6948,3.899193,-5.676447,6.886636,0.39106758,-4.0775
0.531265,39.8449,3.556600,-5.513958,6.561489,0.36427378,-4.3857
0.533266,39.9950,3.252907,-5.347485,6.259154,0.33955366,-4.6909
0.535267,40.1450,2.983325,-5.180348,5.977979,0.31680255,-4.9921
0.537268,40.2951,2.743579,-5.014884,5.716317,0.29589763,-5.2886
0.539269,40.4452,2.529907,-4.852699,5.472579,0.27670765,-5.5798
0.541270,40.5953,2.339021,-4.694866,5.245263,0.25909971,-5.8653
0.543271,40.7453,2.168067,-4.542062,5.032975,0.24294380,-6.1449
0.545272,40.8954,2.014572,-4.394682,4.834432,0.22811565,-6.4184
0.547273,41.0455,1.876397,-4.252916,4.648458,0.21449848,-6.6858
0.549274,41.1956,1.751695,-4.116808,4.473985,0.20198383,-6.9468
0.551275,41.3456,1.638866,-3.986301,4.310043,0.19047183,-7.2017
0.553276,41.4957,1.536528,-3.861267,4.155755,0.17987118,-7.4504
0.555277,41.6458,1.443480,-3.741532,4.010324,0.17009873,-7.6930
0.557278,41.7959,1.358681,-3.626895,3.873032,0.16107907,-7.9296
0.559279,41.9459,1.281223,-3.517134,3.743229,0.15274397,-8.1604
0.561280,42.0960,1.210316,-3.412021,3.620325,0.14503176,-8.3854
0.563281,42.2461,1.145268,-3.311327,3.503788,0.13788681,-8.6048
0.565282,42.3962,1.085473,-3.214824,3.393132,0.13125894,-8.8187
0.567283,42.5462,1.030400,-3.122291,3.287921,0.12510289,-9.0273
0.569284,42.6963,0.979578,-3.033513,3.187754,0.11937785,-9.2308
0.571285,42.8464,0.932596,-2.948285,3.092268,0.11404700,-9.4292
0.573286,42.9965,0.889087,-2.866413,3.001133,0.10907709,-9.6227
0.575287,43.1465,0.848726,-2.787710,2.914046,0.10443810,-9.8114
0.577288,43.2966,0.811226,-2.712002,2.830732,0.10010288,-9.9955
0.579289,43.4467,0.776330,-2.639122,2.750937,0.09604686,-10.1752
0.581290,43.5968,0.743810,-2.568916,2.674431,0.09224778,-10.3504
0.583291,43.7468,0.713459,-2.501236,2.601001,0.08868547,-10.5215
0.585292,43.8969,0.685095,-2.435946,2.530452,0.08534160,-10.6884
0.587293,44.0470,0.658552,-2.372914,2.462603,0.08219951,-10.8513
0.589294,44.1971,0.633683,-2.312022,2.397290,0.07924405,-11.0103
0.591295,44.3471,0.610353,-2.253153,2.334359,0.07646141,-11.1656
0.593296,44.4972,0.588442,-2.196202,2.273669,0.07383902,-11.3171
0.595297,44.6473,0.567839,-2.141069,2.215089,0.07136535,-11.4651
0.597298,44.7974,0.548448,-2.087659,2.158498,0.06902991,-11.6096
0.599299,44.9474,0.530176,-2.035883,2.103784,0.06682307,-11.7507
0.601300,45.0975,0.512943,-1.985660,2.050842,0.06473601,-11.8885
0.603301,45.2476,0.496674,-1.936910,1.999576,0.06276064,-12.0231
0.605302,45.3977,0.481300,-1.889561,1.949895,0.06088953,-12.1546
0.607303,45.5477,0.466761,-1.843543,1.901714,0.05911585,-12.2830
0.609304,45.6978,0.452998,-1.798792,1.854955,0.05743331,-12.4084
0.611305,45.8479,0.439960,-1.755246,1.809545,0.05583611,-12.5308
0.613306,45.9980,0.427599,-1.712848,1.765415,0.05431890,-12.6505
0.615307,46.1480,0.415872,-1.671543,1.722500,0.05287675,-12.7674
0.617308,46.2981,0.404737,-1.631281,1.680741,0.05150509,-12.8815
0.619309,46.4482,0.394158,-1.592013,1.640081,0.05019970,-12.9930
0.621310,46.5983,0.384100,-1.553693,1.600467,0.04895665,-13.1019
0.623311,46.7483,0.374532,-1.516278,1.561850,0.04777234,-13.2082
0.625312,46.8984,0.365424,-1.479728,1.524182,0.04664338,-13.3121
0.627313,47.0485,0.356750,-1.444003,1.487419,0.04556665,-13.4135
0.629314,47.1986,0.348484,-1.409066,1.451519,0.04453924,-13.5126
0.631315,47.3486,0.340602,-1.374884,1.416445,0.04355846,-13.6093
0.633316,47.4987,0.333084,-1.341423,1.382158,0.04262177,-13.7037
0.635317,47.6488,0.325909,-1.308652,1.348624,0.04172684,-13.7958
0.637318,47.7989,0.319059,-1.276541,1.315810,0.04087146,-13.8858
0.639319,47.9489,0.312516,-1.245062,1.283684,0.04005360,-13.9736
0.641320,48.0990,0.306264,-1.214188,1.252218,0.03927135,-14.0592
0.643321,48.2491,0.300288,-1.183894,1.221383,0.03852292,-14.1428
0.645322,48.3992,0.294574,-1.154154,1.191153,0.03780663,-14.2243
0.647323,48.5492,0.289109,-1.124947,1.161504,0.03712093,-14.3038
0.649324,48.6993,0.283880,-1.096250,1.132410,0.03646435,-14.3813
0.651325,48.8494,0.278876,-1.068042,1.103850,0.03583552,-14.4569
0.653326,48.9995,0.274086,-1.040302,1.075803,0.03523314,-14.5305
0.655327,49.1495,0.269501,-1.013012,1.048248,0.03465601,-14.6022
0.657328,49.2996,0.265110,-0.986152,1.021165,0.03410300,-14.6721
0.659329,49.4497,0.260904,-0.959706,0.994538,0.03357302,-14.7401
0.661330,49.5998,0.256877,-0.933656,0.968348,0.03306510,-14.8063
0.663331,49.7498,0.253019,-0.907986,0.942580,0.03257827,-14.8707
0.665332,49.8999,0.249323,-0.882681,0.917217,0.03211165,-14.9334
0.667333,50.0500,0.245783,-0.857726,0.892246,0.03166441,-14.9943
