d_over_lambda,d_um,Zin_real_MRayl,Zin_imag_MRayl,Zin_mag_MRayl,T_power,T_dB
0.669334,50.2001,0.242391,-0.833106,0.867651,0.03123577,-15.0535
0.671335,50.3502,0.239143,-0.808808,0.843421,0.03082497,-15.1110
0.673336,50.5002,0.236032,-0.784818,0.819543,0.03043132,-15.1668
0.675337,50.6503,0.233052,-0.761124,0.796004,0.03005417,-15.2210
0.677338,50.8004,0.230200,-0.737713,0.772795,0.02969289,-15.2735
0.679339,50.9505,0.227469,-0.714574,0.749906,0.02934690,-15.3244
0.681340,51.1005,0.224855,-0.691696,0.727326,0.02901564,-15.3737
0.683341,51.2506,0.222355,-0.669066,0.705047,0.02869860,-15.4214
0.685342,51.4007,0.219964,-0.646675,0.683062,0.02839529,-15.4675
0.687343,51.5508,0.217678,-0.624513,0.661362,0.02810524,-15.5121
0.689344,51.7008,0.215495,-0.602569,0.639943,0.02782802,-15.5552
0.691345,51.8509,0.213409,-0.580833,0.618798,0.02756321,-15.5967
0.693346,52.0010,0.211419,-0.559297,0.597923,0.02731043,-15.6367
0.695347,52.1511,0.209522,-0.537951,0.577314,0.02706931,-15.6752
0.697348,52.3011,0.207713,-0.516787,0.556969,0.02683951,-15.7123
0.699349,52.4512,0.205992,-0.495796,0.536886,0.02662069,-15.7478
0.701350,52.6013,0.204356,-0.474970,0.517066,0.02641256,-15.7819
0.703351,52.7514,0.202801,-0.454300,0.497510,0.02621483,-15.8145
0.705352,52.9014,0.201327,-0.433779,0.478222,0.02602722,-15.8457
0.707353,53.0515,0.199930,-0.413399,0.459206,0.02584948,-15.8755
0.709354,53.2016,0.198609,-0.393152,0.440470,0.02568138,-15.9038
0.711355,53.3517,0.197363,-0.373032,0.422025,0.02552269,-15.9307
0.713356,53.5017,0.196189,-0.353031,0.403882,0.02537319,-15.9562
0.715357,53.6518,0.195086,-0.333142,0.386059,0.02523271,-15.9804
0.717358,53.8019,0.194052,-0.313358,0.368577,0.02510105,-16.0031
0.719359,53.9520,0.193087,-0.293672,0.351462,0.02497804,-16.0244
0.721360,54.1020,0.192188,-0.274078,0.334746,0.02486353,-16.0444
0.723361,54.2521,0.191355,-0.254570,0.318469,0.02475737,-16.0630
0.725362,54.4022,0.190586,-0.235141,0.302678,0.02465942,-16.0802
0.727363,54.5523,0.189881,-0.215784,0.287433,0.02456957,-16.0960
0.729364,54.7023,0.189239,-0.196494,0.272802,0.02448771,-16.1105
0.731365,54.8524,0.188659,-0.177263,0.258872,0.02441373,-16.1237
0.733366,55.0025,0.188140,-0.158088,0.245740,0.02434753,-16.1355
0.735367,55.1526,0.187681,-0.138960,0.233525,0.02428905,-16.1459
0.737368,55.3026,0.187282,-0.119875,0.222362,0.02423820,-16.1550
0.739369,55.4527,0.186943,-0.100826,0.212400,0.02419492,-16.1628
0.741370,55.6028,0.186663,-0.081808,0.203803,0.02415917,-16.1692
0.743371,55.7529,0.186441,-0.062815,0.196738,0.02413089,-16.1743
0.745372,55.9029,0.186278,-0.043840,0.191367,0.02411006,-16.1780
0.747373,56.0530,0.186172,-0.024879,0.187827,0.02409665,-16.1804
0.749374,56.2031,0.186125,-0.005925,0.186220,0.02409064,-16.1815
0.751375,56.3532,0.186136,0.013027,0.186591,0.02409202,-16.1813
0.753376,56.5032,0.186205,0.031982,0.188932,0.02410081,-16.1797
0.755377,56.6533,0.186332,0.050948,0.193172,0.02411700,-16.1768
0.757378,56.8034,0.186517,0.069929,0.199195,0.02414061,-16.1725
0.759379,56.9535,0.186761,0.088931,0.206853,0.02417169,-16.1669
0.761380,57.1035,0.187063,0.107960,0.215981,0.02421025,-16.1600
0.763381,57.2536,0.187425,0.127021,0.226412,0.02425636,-16.1517
0.765382,57.4037,0.187846,0.146122,0.237987,0.02431006,-16.1421
0.767383,57.5538,0.188327,0.165267,0.250560,0.02437143,-16.1312
0.769384,57.7038,0.188869,0.184462,0.264003,0.02444053,-16.1189
0.771385,57.8539,0.189473,0.203714,0.278207,0.02451745,-16.1052
0.773386,58.0040,0.190138,0.223028,0.293077,0.02460230,-16.0902
0.775387,58.1541,0.190867,0.242412,0.308535,0.02469517,-16.0739
0.777388,58.3041,0.191659,0.261870,0.324514,0.02479617,-16.0562
0.779389,58.4542,0.192517,0.281410,0.340960,0.02490545,-16.0371
0.781390,58.6043,0.193440,0.301037,0.357830,0.02502312,-16.0166
0.783391,58.7544,0.194431,0.320758,0.375086,0.02514936,-15.9947
0.785392,58.9044,0.195491,0.340581,0.392698,0.02528430,-15.9715
0.787393,59.0545,0.196620,0.360511,0.410643,0.02542814,-15.9469
0.789394,59.2046,0.197821,0.380556,0.428901,0.02558106,-15.9208
0.791395,59.3547,0.199095,0.400723,0.447457,0.02574325,-15.8934
0.793396,59.5047,0.200444,0.421019,0.466299,0.02591494,-15.8645
0.795397,59.6548,0.201870,0.441451,0.485418,0.02609634,-15.8342
0.797398,59.8049,0.203374,0.462027,0.504807,0.02628771,-15.8025
0.799399,59.9550,0.204959,0.482754,0.524462,0.02648931,-15.7693
0.801400,60.1050,0.206627,0.503642,0.544380,0.02670141,-15.7347
0.803401,60.2551,0.208381,0.524696,0.564561,0.02692431,-15.6986
0.805402,60.4052,0.210222,0.545928,0.585005,0.02715831,-15.6610
0.807403,60.5553,0.212154,0.567344,0.605713,0.02740376,-15.6219
0.809404,60.7053,0.214179,0.588953,0.626689,0.02766100,-15.5813
0.811405,60.8554,0.216301,0.610766,0.647936,0.02793042,-15.5392
0.813406,61.0055,0.218523,0.632791,0.669460,0.02821240,-15.4956
0.815407,61.1556,0.220848,0.655038,0.691265,0.02850736,-15.4504
0.817408,61.3056,0.223279,0.677517,0.713360,0.02881576,-15.4037
0.819409,61.4557,0.225821,0.700238,0.735750,0.02913807,-15.3554
0.821410,61.6058,0.228478,0.723213,0.758445,0.02947478,-15.3055
0.823411,61.7559,0.231254,0.746452,0.781454,0.02982643,-15.2540
0.825412,61.9059,0.234154,0.769968,0.804785,0.03019359,-15.2009
0.827413,62.0560,0.237182,0.793771,0.828449,0.03057685,-15.1461
0.829414,62.2061,0.240344,0.817875,0.852458,0.03097684,-15.0896
0.831415,62.3562,0.243645,0.842292,0.876823,0.03139424,-15.0315
0.833416,62.5062,0.247091,0.867036,0.901557,0.03182977,-14.9717
0.835417,62.6563,0.250689,0.892121,0.926674,0.03228417,-14.9101
0.837418,62.8064,0.254445,0.917561,0.952187,0.03275826,-14.8468
0.839419,62.9565,0.258365,0.943371,0.978111,0.03325289,-14.7817
0.841420,63.1065,0.262459,0.969567,1.004463,0.03376896,-14.7148
0.843421,63.2566,0.266733,0.996167,1.031258,0.03430745,-14.6461
0.845422,63.4067,0.271195,1.023185,1.058516,0.03486937,-14.5756
0.847423,63.5568,0.275857,1.050642,1.086253,0.03545582,-14.5031
0.849424,63.7068,0.280725,1.078555,1.114490,0.03606797,-14.4288
0.851425,63.8569,0.285812,1.106944,1.143247,0.03670704,-14.3525
0.853426,64.0070,0.291128,1.135830,1.172547,0.03737437,-14.2743
0.855427,64.1571,0.296685,1.165234,1.202411,0.03807135,-14.1940
0.857428,64.3071,0.302496,1.195178,1.232864,0.03879949,-14.1117
0.859429,64.4572,0.308574,1.225687,1.263933,0.03956040,-14.0274
0.861430,64.6073,0.314933,1.256784,1.295642,0.04035578,-13.9409
0.863431,64.7574,0.321589,1.288497,1.328022,0.04118746,-13.8523
0.865432,64.9074,0.328559,1.320852,1.361103,0.04205741,-13.7616
0.867433,65.0575,0.335860,1.353878,1.394915,0.04296772,-13.6686
0.869434,65.2076,0.343512,1.387605,1.429493,0.04392065,-13.5733
0.871435,65.3577,0.351535,1.422066,1.464872,0.04491860,-13.4757
0.873436,65.5077,0.359951,1.457294,1.501090,0.04596416,-13.3758
0.875437,65.6578,0.368785,1.493324,1.538187,0.04706010,-13.2735
0.877438,65.8079,0.378062,1.530194,1.576206,0.04820942,-13.1687
0.879439,65.9580,0.387810,1.567943,1.615191,0.04941534,-13.0614
0.881440,66.1080,0.398059,1.606613,1.655191,0.05068130,-12.9515
0.883441,66.2581,0.408842,1.646248,1.696256,0.05201105,-12.8390
0.885442,66.4082,0.420194,1.686895,1.738441,0.05340861,-12.7239
0.887443,66.5583,0.432154,1.728603,1.781804,0.05487833,-12.6060
0.889444,66.7083,0.444763,1.771424,1.826406,0.05642491,-12.4853
0.891445,66.8584,0.458067,1.815415,1.872313,0.05805344,-12.3617
0.893446,67.0085,0.472114,1.860633,1.919596,0.05976943,-12.2352
0.895447,67.1586,0.486959,1.907142,1.968329,0.06157885,-12.1057
0.897448,67.3086,0.502661,1.955008,2.018595,0.06348819,-11.9731
0.899449,67.4587,0.519283,2.004301,2.070478,0.06550450,-11.8373
0.901450,67.6088,0.536896,2.055097,2.124072,0.06763546,-11.6983
0.903451,67.7589,0.555578,2.107475,2.179476,0.06988941,-11.5559
0.905452,67.9089,0.575412,2.161520,2.236799,0.07227547,-11.4101
0.907453,68.0590,0.596492,2.217323,2.296154,0.07480358,-11.2608
0.909454,68.2091,0.618922,2.274980,2.357668,0.07748461,-11.1078
0.911455,68.3592,0.642814,2.334594,2.421475,0.08033046,-10.9512
0.913456,68.5092,0.668294,2.396275,2.487719,0.08335416,-10.7907
0.915457,68.6593,0.695501,2.460138,2.556560,0.08657001,-10.6263
0.917458,68.8094,0.724589,2.526308,2.628167,0.08999369,-10.4579
0.919459,68.9595,0.755730,2.594918,2.702726,0.09364247,-10.2853
0.921460,69.1095,0.789115,2.666108,2.780438,0.09753535,-10.1084
0.923461,69.2596,0.824959,2.740029,2.861523,0.10169326,-9.9271
0.925462,69.4097,0.863499,2.816839,2.946220,0.10613929,-9.7412
0.927463,69.5598,0.905003,2.896708,3.034790,0.11089894,-9.5507
0.929464,69.7098,0.949774,2.979816,3.127519,0.11600040,-9.3554
0.931465,69.8599,0.998150,3.066350,3.224718,0.12147488,-9.1551
0.933466,70.0100,1.050513,3.156511,3.326731,0.12735689,-8.9498
0.935467,70.1601,1.107298,3.250506,3.433933,0.13368472,-8.7392
0.937468,70.3101,1.168995,3.348553,3.546739,0.14050078,-8.5232
0.939469,70.4602,1.236163,3.450876,3.665602,0.14785211,-8.3017
0.941470,70.6103,1.309438,3.557703,3.791026,0.15579088,-8.0746
0.943471,70.7604,1.389548,3.669265,3.923563,0.16437492,-7.8416
0.945472,70.9104,1.477325,3.785787,4.063825,0.17366827,-7.6028
0.947473,71.0605,1.573723,3.907484,4.212486,0.18374180,-7.3579
0.949474,71.2106,1.679843,4.034551,4.370294,0.19467375,-7.1069
0.951475,71.3607,1.796947,4.167145,4.538074,0.20655028,-6.8497
0.953476,71.5107,1.926498,4.305371,4.716737,0.21946587,-6.5863
0.955477,71.6608,2.070182,4.449252,4.907290,0.23352361,-6.3167
0.957478,71.8109,2.229951,4.598696,5.110840,0.24883515,-6.0409
0.959479,71.9610,2.408065,4.753444,5.328602,0.26552020,-5.7590
0.961480,72.1110,2.607131,4.913006,5.561902,0.28370544,-5.4713
0.963481,72.2611,2.830163,5.076570,5.812176,0.30352239,-5.1781
0.965482,72.4112,3.080620,5.242884,6.080958,0.32510396,-4.8798
0.967483,72.5613,3.362455,5.410092,6.369867,0.34857918,-4.5770
0.969484,72.7113,3.680135,5.575523,6.680558,0.37406537,-4.2705
0.971485,72.8614,4.038636,5.735411,7.014664,0.40165721,-3.9614
0.973486,73.0115,4.443366,5.884532,7.373684,0.43141163,-3.6511
0.975487,73.1616,4.899986,6.015757,7.758814,0.46332807,-3.3411
0.977488,73.3116,5.414055,6.119513,8.170706,0.49732328,-3.0336
0.979489,73.4617,5.990410,6.183173,8.609102,0.53320114,-2.7311
0.981490,73.6118,6.632152,6.190473,9.072343,0.57061846,-2.4365
0.983491,73.7619,7.339125,6.121108,9.556710,0.60905005,-2.1535
0.985492,73.9119,8.105769,5.950811,10.055627,0.64775867,-1.8859
0.987493,74.0620,8.918423,5.652392,10.558779,0.68577818,-1.6382
0.989494,74.2121,9.752416,5.198337,11.051350,0.72192095,-1.4151
0.991495,74.3622,10.569849,4.565499,11.513709,0.75482053,-1.2216
0.993496,74.5122,11.319570,3.741892,11.922014,0.78301749,-1.0623
0.995497,74.6623,11.941127,2.734419,12.250206,0.80508768,-0.9416
0.997498,74.8124,12.373713,1.574805,12.473524,0.81979944,-0.8629
0.999499,74.9625,12.568925,0.320109,12.573000,0.82627272,-0.8288
1.001501,75.1125,12.503214,-0.954618,12.539603,0.82410496,-0.8402
1.003502,75.2626,12.184627,-2.170321,12.376406,0.81343202,-0.8968
1.005503,75.4127,11.650455,-3.259526,12.097835,0.79490739,-0.9968
1.007504,75.5628,10.957002,-4.177434,11.726332,0.76960550,-1.1373
1.009505,75.7128,10.166317,-4.905210,11.287829,0.73887473,-1.3143
1.011506,75.8629,9.335005,-5.446326,10.807626,0.70417521,-1.5232
1.013507,76.0130,8.507800,-5.819299,10.307613,0.66693342,-1.7592
1.015508,76.1631,7.715809,-6.050186,9.805022,0.62843438,-2.0174
1.017509,76.3131,6.977853,-6.166786,9.312341,0.58975791,-2.2933
1.019510,76.4632,6.303180,-6.195042,8.837908,0.55175490,-2.5825
1.021511,76.6133,5.694341,-6.157296,8.386764,0.51505344,-2.8815
1.023512,76.7634,5.149639,-6.071805,7.961507,0.48008355,-3.1868
1.025513,76.9134,4.664948,-5.952949,7.563024,0.44711052,-3.4959
1.027514,77.0635,4.234973,-5.811749,7.191065,0.41626996,-3.8062
1.029515,77.2136,3.854044,-5.656487,6.844670,0.38760034,-4.1162
1.031516,77.3637,3.516595,-5.493277,6.522463,0.36107067,-4.4241
1.033517,77.5137,3.217419,-5.326563,6.222866,0.33660302,-4.7288
1.035518,77.6638,2.951791,-5.159524,5.944221,0.31408977,-5.0295
1.037519,77.8139,2.715502,-4.994395,5.684886,0.29340658,-5.3253
1.039520,77.9640,2.504850,-4.832705,5.443281,0.27442171,-5.6158
1.041521,78.1140,2.316605,-4.675470,5.217919,0.25700238,-5.9006
1.043522,78.2641,2.147962,-4.523328,5.007418,0.24101918,-6.1795
1.045523,78.4142,1.996494,-4.376643,4.810509,0.22634871,-6.4522
1.047524,78.5643,1.860099,-4.235585,4.626029,0.21287518,-6.7187
1.049525,78.7143,1.736965,-4.100182,4.452925,0.20049121,-6.9790
1.051526,78.8644,1.625520,-3.970367,4.290237,0.18909801,-7.2331
1.053527,79.0145,1.524405,-3.846006,4.137098,0.17860532,-7.4811
1.055528,79.1646,1.432443,-3.726921,3.992723,0.16893099,-7.7229
1.057529,79.3146,1.348609,-3.612906,3.856402,0.16000054,-7.9588
1.059530,79.4647,1.272012,-3.503739,3.727492,0.15174658,-8.1888
1.061531,79.6148,1.201874,-3.399191,3.605413,0.14410824,-8.4131
1.063532,79.7649,1.137514,-3.299034,3.489636,0.13703060,-8.6318
1.065533,79.9149,1.078338,-3.203039,3.379685,0.13046411,-8.8451
1.067534,80.0650,1.023820,-3.110987,3.275125,0.12436411,-9.0530
1.069535,80.2151,0.973500,-3.022664,3.175563,0.11869031,-9.2558
1.071536,80.3652,0.926971,-2.937867,3.080639,0.11340634,-9.4536
1.073537,80.5152,0.883873,-2.856400,2.990026,0.10847940,-9.6465
1.075538,80.6653,0.843885,-2.778082,2.903426,0.10387983,-9.8347
1.077539,80.8154,0.806725,-2.702736,2.820565,0.09958083,-10.0182
1.079540,80.9655,0.772138,-2.630199,2.741194,0.09555811,-10.1973
1.081541,81.1155,0.739899,-2.560317,2.665084,0.09178971,-10.3721
1.083542,81.2656,0.709807,-2.492943,2.592024,0.08825568,-10.5426
1.085543,81.4157,0.681679,-2.427942,2.521822,0.08493792,-10.7090
1.087544,81.5658,0.655353,-2.365184,2.454299,0.08181997,-10.8714
1.089545,81.7158,0.630683,-2.304551,2.389292,0.07888686,-11.0300
1.091546,81.8659,0.607537,-2.245928,2.326649,0.07612493,-11.1847
1.093547,82.0160,0.585795,-2.189210,2.266230,0.07352174,-11.3358
1.095548,82.1661,0.565350,-2.134297,2.207905,0.07106592,-11.4834
1.097549,82.3161,0.546103,-2.081096,2.151555,0.06874707,-11.6275
1.099550,82.4662,0.527966,-2.029519,2.097068,0.06655568,-11.7681
1.101551,82.6163,0.510857,-1.979484,2.044341,0.06448301,-11.9055
1.103552,82.7664,0.494703,-1.930913,1.993278,0.06252108,-12.0397
1.105553,82.9164,0.479437,-1.883734,1.943789,0.06066252,-12.1708
1.107554,83.0665,0.464998,-1.837878,1.895790,0.05890057,-12.2988
1.109555,83.2166,0.451329,-1.793281,1.849204,0.05722901,-12.4238
1.111556,83.3667,0.438378,-1.749882,1.803957,0.05564209,-12.5460
1.113557,83.5167,0.426099,-1.707623,1.759982,0.05413454,-12.6653
1.115558,83.6668,0.414448,-1.666452,1.717216,0.05270144,-12.7818
1.117559,83.8169,0.403384,-1.626317,1.675597,0.05133829,-12.8956
1.119560,83.9670,0.392872,-1.587170,1.635071,0.05004090,-13.0067
1.121561,84.1170,0.382878,-1.548966,1.595584,0.04880540,-13.1153
1.123562,84.2671,0.373369,-1.511661,1.557088,0.04762818,-13.2214
1.125563,84.4172,0.364316,-1.475216,1.519535,0.04650592,-13.3249
1.127564,84.5673,0.355694,-1.439591,1.482882,0.04543552,-13.4260
1.129565,84.7173,0.347477,-1.404751,1.447088,0.04441409,-13.5248
1.131566,84.8674,0.339643,-1.370660,1.412114,0.04343895,-13.6212
1.133567,85.0175,0.332168,-1.337287,1.377924,0.04250761,-13.7153
1.135568,85.1676,0.325035,-1.304600,1.344481,0.04161774,-13.8072
1.137569,85.3176,0.318224,-1.272570,1.311755,0.04076717,-13.8969
1.139570,85.4677,0.311719,-1.241168,1.279713,0.03995386,-13.9844
1.141571,85.6178,0.305502,-1.210368,1.248328,0.03917594,-14.0698
1.143572,85.7679,0.299560,-1.180144,1.217570,0.03843161,-14.1531
1.145573,85.9179,0.293877,-1.150473,1.187414,0.03771924,-14.2344
1.147574,86.0680,0.288442,-1.121331,1.157835,0.03703726,-14.3136
1.149575,86.2181,0.283242,-1.092696,1.128809,0.03638422,-14.3909
1.151576,86.3682,0.278266,-1.064547,1.100315,0.03575876,-14.4662
1.153577,86.5182,0.273502,-1.036865,1.072330,0.03515961,-14.5396
1.155578,86.6683,0.268941,-1.009629,1.044835,0.03458555,-14.6111
1.157579,86.8184,0.264574,-0.982822,1.017811,0.03403548,-14.6807
1.159580,86.9685,0.260391,-0.956426,0.991239,0.03350832,-14.7485
1.161581,87.1185,0.256385,-0.930425,0.965103,0.03300308,-14.8145
1.163582,87.2686,0.252548,-0.904802,0.939386,0.03251882,-14.8787
1.165583,87.4187,0.248872,-0.879541,0.914073,0.03205468,-14.9411
1.167584,87.5688,0.245350,-0.854629,0.889150,0.03160980,-15.0018
1.169585,87.7188,0.241977,-0.830050,0.864601,0.03118343,-15.0608
1.171586,87.8689,0.238747,-0.805791,0.840416,0.03077481,-15.1180
1.173587,88.0190,0.235652,-0.781839,0.816580,0.03038326,-15.1737
1.175588,88.1691,0.232689,-0.758181,0.793084,0.03000813,-15.2276
1.177589,88.3191,0.229852,-0.734805,0.769915,0.02964879,-15.2799
1.179590,88.4692,0.227136,-0.711699,0.747065,0.02930467,-15.3306
1.181591,88.6193,0.224537,-0.688852,0.724523,0.02897522,-15.3797
1.183592,88.7694,0.222050,-0.666253,0.702282,0.02865993,-15.4272
1.185593,88.9194,0.219673,-0.643891,0.680332,0.02835830,-15.4732
1.187594,89.0695,0.217400,-0.621757,0.658668,0.02806988,-15.5176
1.189595,89.2196,0.215228,-0.599839,0.637283,0.02779423,-15.5605
1.191596,89.3697,0.213155,-0.578129,0.616172,0.02753095,-15.6018
1.193597,89.5197,0.211177,-0.556617,0.595331,0.02727965,-15.6416
1.195598,89.6698,0.209291,-0.535295,0.574755,0.02703996,-15.6799
1.197599,89.8199,0.207494,-0.514153,0.554443,0.02681155,-15.7168
1.199600,89.9700,0.205783,-0.493183,0.534393,0.02659408,-15.7521
1.201601,90.1200,0.204157,-0.472376,0.514606,0.02638727,-15.7861
1.203602,90.2701,0.202612,-0.451725,0.495083,0.02619081,-15.8185
1.205603,90.4202,0.201148,-0.431222,0.475829,0.02600445,-15.8495
1.207604,90.5703,0.199761,-0.410859,0.456848,0.02582794,-15.8791
1.209605,90.7203,0.198449,-0.390629,0.438148,0.02566102,-15.9073
1.211606,90.8704,0.197212,-0.370524,0.419739,0.02550349,-15.9340
1.213607,91.0205,0.196047,-0.350537,0.401635,0.02535514,-15.9593
1.215608,91.1706,0.194953,-0.330662,0.383854,0.02521576,-15.9833
1.217609,91.3206,0.193928,-0.310890,0.366416,0.02508519,-16.0058
1.219610,91.4707,0.192971,-0.291217,0.349349,0.02496325,-16.0270
1.221611,91.6208,0.192080,-0.271634,0.332686,0.02484980,-16.0468
1.223612,91.7709,0.191255,-0.252136,0.316467,0.02474467,-16.0652
1.225613,91.9209,0.190495,-0.232716,0.300741,0.02464775,-16.0822
1.227614,92.0710,0.189798,-0.213368,0.285568,0.02455890,-16.0979
1.229615,92.2211,0.189163,-0.194085,0.271020,0.02447803,-16.1122
1.231616,92.3712,0.188591,-0.174862,0.257183,0.02440502,-16.1252
1.233617,92.5212,0.188079,-0.155693,0.244160,0.02433980,-16.1368
1.235618,92.6713,0.187628,-0.136571,0.232069,0.02428227,-16.1471
1.237619,92.8214,0.187237,-0.117491,0.221047,0.02423237,-16.1560
1.239620,92.9715,0.186905,-0.098446,0.211246,0.02419004,-16.1636
1.241621,93.1215,0.186632,-0.079431,0.202832,0.02415522,-16.1699
1.243622,93.2716,0.186417,-0.060441,0.195971,0.02412788,-16.1748
1.245623,93.4217,0.186261,-0.041468,0.190822,0.02410798,-16.1784
1.247624,93.5718,0.186163,-0.022508,0.187519,0.02409549,-16.1806
1.249625,93.7218,0.186124,-0.003555,0.186157,0.02409041,-16.1816
1.251626,93.8719,0.186142,0.015397,0.186777,0.02409272,-16.1811
1.253627,94.0220,0.186218,0.034354,0.189360,0.02410243,-16.1794
1.255628,94.1721,0.186352,0.053321,0.193830,0.02411954,-16.1763
1.257629,94.3221,0.186544,0.072304,0.200067,0.02414409,-16.1719
1.259630,94.4722,0.186795,0.091309,0.207918,0.02417610,-16.1661
1.261631,94.6223,0.187105,0.110342,0.217218,0.02421560,-16.1590
1.263632,94.7724,0.187474,0.129408,0.227800,0.02426266,-16.1506
1.265633,94.9224,0.187903,0.148513,0.239507,0.02431731,-16.1408
1.267634,95.0725,0.188392,0.167664,0.252196,0.02437964,-16.1297
1.269635,95.2226,0.188941,0.186867,0.265740,0.02444972,-16.1173
1.271636,95.3727,0.189552,0.206126,0.280032,0.02452763,-16.1034
1.273637,95.5227,0.190226,0.225449,0.294980,0.02461347,-16.0883
1.275638,95.6728,0.190962,0.244841,0.310506,0.02470735,-16.0717
1.277639,95.8229,0.191763,0.264309,0.326546,0.02480938,-16.0538
1.279640,95.9730,0.192629,0.283859,0.343048,0.02491970,-16.0346
1.281641,96.1230,0.193561,0.303498,0.359968,0.02503844,-16.0139
1.283642,96.2731,0.194560,0.323232,0.377270,0.02516575,-15.9919
1.285643,96.4232,0.195628,0.343068,0.394925,0.02530180,-15.9685
1.287644,96.5733,0.196767,0.363012,0.412910,0.02544677,-15.9437
1.289645,96.7233,0.197977,0.383072,0.431206,0.02560083,-15.9175
1.291646,96.8734,0.199260,0.403254,0.449798,0.02576420,-15.8898
1.293647,97.0235,0.200618,0.423566,0.468675,0.02593709,-15.8608
1.295648,97.1736,0.202054,0.444016,0.487828,0.02611973,-15.8303
1.297649,97.3236,0.203568,0.464610,0.507250,0.02631236,-15.7984
1.299650,97.4737,0.205163,0.485358,0.526938,0.02651526,-15.7650
1.301651,97.6238,0.206842,0.506265,0.546889,0.02672869,-15.7302
1.303652,97.7739,0.208606,0.527342,0.567103,0.02695296,-15.6939
1.305653,97.9239,0.210459,0.548596,0.587580,0.02718838,-15.6562
1.307654,98.0740,0.212402,0.570035,0.608321,0.02743528,-15.6169
1.309655,98.2241,0.214439,0.591670,0.629331,0.02769402,-15.5761
1.311656,98.3742,0.216573,0.613509,0.650613,0.02796499,-15.5339
1.313657,98.5242,0.218808,0.635561,0.672171,0.02824857,-15.4900
1.315658,98.6743,0.221146,0.657836,0.694013,0.02854519,-15.4447
1.317659,98.8244,0.223591,0.680345,0.716144,0.02885530,-15.3977
1.319660,98.9745,0.226147,0.703097,0.738572,0.02917938,-15.3492
1.321661,99.1245,0.228819,0.726105,0.761306,0.02951793,-15.2991
1.323662,99.2746,0.231610,0.749378,0.784354,0.02987149,-15.2474
1.325663,99.4247,0.234525,0.772929,0.807726,0.03024063,-15.1941
1.327664,99.5748,0.237570,0.796769,0.831433,0.03062594,-15.1391
1.329665,99.7248,0.240749,0.820911,0.855485,0.03102808,-15.0825
1.331666,99.8749,0.244068,0.845369,0.879896,0.03144771,-15.0241
1.333667,100.0250,0.247533,0.870154,0.904677,0.03188555,-14.9641
1.335668,100.1751,0.251150,0.895283,0.929843,0.03234237,-14.9023
1.337669,100.3252,0.254926,0.920768,0.955406,0.03281898,-14.8387
